iter	RMSE
1405	2.422799622e-06
1406	2.401820292e-06
1407	2.39167655e-06
1408	2.367553957e-06
1409	2.365639472e-06
1410	2.343734092e-06
1411	2.323393617e-06
1412	2.298835785e-06
1413	2.277784233e-06
1414	2.255396497e-06
1415	2.225330664e-06
1416	2.204790986e-06
1417	2.187603989e-06
1418	2.162988477e-06
1419	2.146489992e-06
1420	2.123626607e-06
1421	2.100818622e-06
1422	2.080682312e-06
1423	2.053669795e-06
1424	2.044089101e-06
1425	2.025548287e-06
1426	2.003361547e-06
1427	1.988179922e-06
1428	1.966357246e-06
1429	1.949007182e-06
1430	1.935736557e-06
1431	1.916778171e-06
1432	1.894535589e-06
1433	1.880665367e-06
1434	1.864020277e-06
1435	1.842382304e-06
1436	1.838890965e-06
1437	1.825434896e-06
1438	1.803594276e-06
1439	1.784764585e-06
1440	1.762502287e-06
1441	1.744453769e-06
1442	1.731008519e-06
1443	1.715185263e-06
1444	1.701271666e-06
1445	1.681643412e-06
1446	1.665330381e-06
1447	1.659136079e-06
1448	1.639676301e-06
1449	1.631363461e-06
1450	1.623278841e-06
1451	1.604218184e-06
1452	1.594890195e-06
1453	1.578201879e-06
1454	1.566572166e-06
1455	1.552992155e-06
1456	1.546696611e-06
1457	1.541643207e-06
1458	1.525320966e-06
1459	1.50935058e-06
1460	1.497425819e-06
1461	1.478100189e-06
1462	1.46464136e-06
1463	1.458336013e-06
1464	1.445290413e-06
1465	1.43145797e-06
1466	1.417033263e-06
1467	1.404564843e-06
1468	1.385756502e-06
1469	1.377194956e-06
1470	1.362920425e-06
1471	1.347541784e-06
1472	1.336803847e-06
1473	1.325931064e-06
1474	1.30915689e-06
1475	1.293776093e-06
1476	1.289949401e-06
1477	1.276583578e-06
1478	1.264902366e-06
1479	1.252713672e-06
1480	1.238954095e-06
1481	1.226466544e-06
1482	1.211501842e-06
1483	1.200931969e-06
1484	1.186807674e-06
1485	1.174291132e-06
1486	1.163747558e-06
1487	1.156603614e-06
1488	1.144374523e-06
1489	1.134424306e-06
1490	1.123035283e-06
1491	1.113283867e-06
1492	1.103024383e-06
1493	1.09712123e-06
1494	1.084208408e-06
1495	1.074881393e-06
1496	1.061148928e-06
1497	1.048994101e-06
1498	1.03844836e-06
1499	1.027271284e-06
